date,Ball One,Ball Two,Ball Three,Ball Four,Ball Five,payout
2019-04-30,6,10,20,21,42,110000
2019-05-01,5,12,13,18,37,120000
2019-05-02,4,18,20,36,39,165000
2019-05-03,2,20,25,26,33,217000
2019-05-04,5,19,23,34,39,290000
2019-05-05,5,10,12,18,38,338000
2019-05-06,9,10,14,15,19,420000
2019-05-07,16,32,36,39,43,522000
2019-05-08,16,19,27,28,43,646000
2019-05-09,2,8,15,27,33,772000
2019-05-10,17,23,31,36,41,938000
2019-05-11,5,7,14,25,33,1100000
2019-05-12,11,21,25,32,33,1300000
2019-05-13,4,8,26,35,43,100000
2019-05-14,2,20,24,28,43,110000
2019-05-15,20,21,24,41,43,128000
2019-05-16,21,28,30,33,39,171000
2019-05-17,6,9,19,34,39,225000
2019-05-18,7,18,20,21,42,299000
2019-05-19,13,30,31,34,37,351000
2019-05-20,14,18,19,25,30,440000
2019-05-21,8,11,26,31,37,541000
2019-05-22,1,6,22,30,31,661000
2019-05-23,2,14,23,25,36,782000
2019-05-24,3,10,19,39,42,100000
2019-05-25,3,7,9,22,40,100000
2019-05-26,2,8,10,12,13,110000
2019-05-27,7,8,9,23,31,120000
2019-05-28,3,9,13,25,27,153000
2019-05-29,3,8,14,31,35,205000
2019-05-30,4,13,21,22,40,263000
2019-05-31,15,27,28,31,37,331000
2019-06-01,1,7,9,31,32,100000
2019-06-02,19,21,33,36,41,110000
2019-06-03,12,31,37,40,42,120000
2019-06-04,4,6,19,27,41,165000
2019-06-05,5,9,19,23,27,220000
2019-06-06,14,20,21,30,32,278000
2019-06-07,13,14,24,39,42,346000
2019-06-08,3,7,10,18,36,446000
2019-06-09,20,33,37,41,42,521000
2019-06-10,15,24,26,28,29,638000
2019-06-11,10,11,25,30,41,772000
2019-06-12,8,10,30,34,37,100000
2019-06-13,10,14,28,33,43,110000
2019-06-14,5,22,29,33,34,100000
2019-06-15,8,18,30,31,35,110000
2019-06-16,20,27,29,31,42,120000
2019-06-17,4,18,22,34,37,164000
2019-06-18,3,8,32,40,43,217000
2019-06-19,8,9,25,31,35,282000
2019-06-20,15,16,37,40,41,346000
2019-06-21,3,16,20,29,30,436000
2019-06-22,1,3,12,29,41,539000
2019-06-23,2,19,20,23,30,635000
2019-06-24,8,17,33,38,43,100000
2019-06-25,3,25,27,31,39,110000
2019-06-26,6,12,19,29,31,124000
2019-06-27,22,32,35,37,42,170000
2019-06-28,1,10,14,22,40,224000
2019-06-29,2,4,10,13,24,299000
2019-06-30,4,16,33,39,42,100000
2019-07-01,5,16,20,22,43,110000
2019-07-02,5,20,26,32,39,100000
2019-07-03,17,20,24,29,32,110000
2019-07-04,1,10,11,31,42,128000
2019-07-05,8,12,14,32,41,171000
2019-07-06,4,5,20,25,29,233000
2019-07-07,3,9,20,36,39,281000
2019-07-08,8,11,17,39,43,350000
2019-07-09,12,19,21,31,42,432000
2019-07-10,19,29,33,38,41,539000
2019-07-11,9,10,15,35,40,648000
2019-07-12,4,20,24,29,34,784000
2019-07-13,2,4,15,20,43,100000
2019-07-14,7,10,13,24,42,110000
2019-07-15,4,12,15,28,31,120000
2019-07-16,3,7,10,33,36,160000
2019-07-17,2,9,16,26,35,210000
2019-07-18,5,11,19,20,25,100000
2019-07-19,1,9,26,30,36,110000
2019-07-20,1,3,16,31,37,125000
2019-07-21,1,6,11,16,25,158000
2019-07-22,7,11,14,24,26,199000
2019-07-23,6,14,24,27,29,274000
2019-07-24,1,2,4,35,42,331000
2019-07-25,11,17,30,35,37,408000
2019-07-26,18,19,25,26,32,100000
2019-07-27,17,19,27,33,37,110000
2019-07-28,24,26,36,40,41,120000
2019-07-29,4,5,6,31,41,158000
2019-07-30,3,18,30,34,42,100000
2019-07-31,5,9,14,17,30,110000
2019-08-01,3,21,26,31,33,120000
2019-08-02,31,34,35,37,43,167000
2019-08-03,4,12,14,18,25,228000
2019-08-04,4,14,16,35,42,273000
2019-08-05,24,26,27,31,41,344000
2019-08-06,1,24,31,34,39,100000
2019-08-07,14,19,30,34,39,110000
2019-08-08,1,3,23,27,34,120000
2019-08-09,22,24,39,40,42,160000
2019-08-10,3,10,25,32,39,217000
2019-08-11,1,9,30,38,40,260000
2019-08-12,10,18,20,29,33,324000
2019-08-13,4,19,32,34,42,403000
2019-08-14,2,7,21,40,41,507000
2019-08-15,2,5,13,15,35,621000
2019-08-16,1,8,15,24,43,753000
2019-08-17,3,5,6,33,35,909000
2019-08-18,1,4,6,27,36,1000000
2019-08-19,6,15,28,31,39,100000
2019-08-20,4,5,8,12,37,110000
2019-08-21,3,4,23,35,43,120000
2019-08-22,11,24,25,29,40,164000
2019-08-23,15,30,32,34,35,216000
2019-08-24,18,19,26,28,33,288000
2019-08-25,1,5,30,31,41,100000
2019-08-26,2,10,17,42,43,110000
2019-08-27,15,22,24,29,39,120000
2019-08-28,8,13,18,20,39,162000
2019-08-29,10,16,27,36,39,206000
2019-08-30,15,28,31,37,39,100000
2019-08-31,15,20,23,27,38,110000
2019-09-01,14,18,23,41,42,120000
2019-09-02,5,18,24,26,29,165000
2019-09-03,9,14,16,22,26,212000
2019-09-04,4,20,31,35,40,278000
2019-09-05,16,28,32,38,40,348000
2019-09-06,6,13,18,20,43,410000
2019-09-07,10,20,22,25,37,100000
2019-09-08,5,10,29,30,32,110000
2019-09-09,4,22,25,36,40,120000
2019-09-10,3,7,11,29,40,157000
2019-09-11,12,26,30,37,41,208000
2019-09-12,4,14,16,20,42,264000
2019-09-13,6,12,23,26,41,331000
2019-09-14,3,6,12,23,31,430000
2019-09-15,8,13,19,24,38,505000
2019-09-16,11,15,23,38,41,629000
2019-09-17,2,15,24,28,43,760000
2019-09-18,28,30,32,33,36,924000
2019-09-19,2,16,19,31,41,1100000
2019-09-20,11,16,27,34,40,100000
2019-09-21,3,4,15,23,32,110000
2019-09-22,2,11,12,20,29,120000
2019-09-23,1,15,26,28,35,163000
2019-09-24,6,13,17,31,39,100000
2019-09-25,6,23,28,30,31,110000
2019-09-26,15,20,23,25,31,100000
2019-09-27,4,9,11,12,13,110000
2019-09-28,1,5,26,29,35,123000
2019-09-29,5,12,19,38,39,157000
2019-09-30,3,10,12,35,43,206000
2019-10-01,4,25,36,41,43,270000
2019-10-02,12,20,27,28,36,100000
2019-10-03,5,8,25,27,43,110000
2019-10-04,1,4,12,14,33,124000
2019-10-05,1,6,19,20,24,177000
2019-10-06,1,5,7,24,28,214000
2019-10-07,3,19,22,23,27,276000
2019-10-08,4,6,16,35,41,348000
2019-10-09,6,10,13,23,40,441000
2019-10-10,3,17,20,27,34,100000
2019-10-11,14,25,28,32,42,110000
2019-10-12,5,8,18,24,30,125000
2019-10-13,4,5,15,30,37,157000
2019-10-14,19,30,37,39,40,205000
2019-10-15,6,7,34,41,42,265000
2019-10-16,2,4,5,17,40,333000
2019-10-17,13,23,34,37,39,100000
2019-10-18,19,21,33,34,39,110000
2019-10-19,1,12,19,33,39,100000
2019-10-20,20,21,31,32,35,110000
2019-10-21,5,6,7,32,43,120000
2019-10-22,19,20,22,23,33,153000
2019-10-23,11,13,20,22,39,201000
2019-10-24,5,13,16,19,20,253000
2019-10-25,3,11,28,33,38,324000
2019-10-26,15,19,21,35,37,100000
2019-10-27,3,11,22,34,37,110000
2019-10-28,7,8,9,34,37,120000
2019-10-29,25,28,30,33,36,151000
2019-10-30,4,13,18,23,37,202000
2019-10-31,11,13,16,27,32,252000
2019-11-01,1,13,18,36,38,100000
2019-11-02,7,10,17,33,35,100000
2019-11-03,1,11,17,19,38,110000
2019-11-04,4,6,9,11,27,120000
2019-11-05,2,4,14,18,37,160000
2019-11-06,4,7,9,10,17,212000
2019-11-07,5,7,15,37,39,270000
2019-11-08,5,8,16,32,39,100000
2019-11-09,5,9,11,12,31,110000
2019-11-10,5,10,19,35,42,120000
2019-11-11,3,6,12,22,34,154000
2019-11-12,18,23,32,33,37,202000
2019-11-13,3,13,20,35,36,259000
2019-11-14,9,20,21,26,41,324000
2019-11-15,6,19,23,24,31,413000
2019-11-16,4,13,29,39,41,517000
2019-11-17,1,19,20,34,41,619000
2019-11-18,6,26,33,36,39,100000
2019-11-19,2,16,23,28,33,110000
2019-11-20,6,7,15,35,37,120000
2019-11-21,9,17,23,33,34,154000
2019-11-22,6,8,10,28,37,203000
2019-11-23,2,12,14,15,39,271000
2019-11-24,2,4,13,37,39,321000
2019-11-25,4,6,13,37,43,406000
2019-11-26,6,7,13,22,41,504000
2019-11-27,3,12,16,18,34,624000
2019-11-28,1,14,23,24,25,100000
2019-11-29,7,11,17,27,42,110000
2019-11-30,1,9,15,34,35,120000
2019-12-01,8,19,24,35,41,150000
2019-12-02,15,16,19,33,35,197000
2019-12-03,12,24,26,27,34,256000
2019-12-04,1,3,12,40,43,100000
2019-12-05,9,11,29,30,39,110000
2019-12-06,8,15,23,25,26,120000
2019-12-07,2,6,10,11,31,169000
2019-12-08,11,12,17,26,35,205000
2019-12-09,3,10,13,30,32,265000
2019-12-10,13,19,34,39,43,100000
2019-12-11,14,34,35,37,43,110000
2019-12-12,5,6,28,29,35,120000
2019-12-13,2,3,6,22,27,159000
2019-12-14,8,22,30,36,38,212000
2019-12-15,14,18,32,38,43,255000
2019-12-16,8,14,16,27,37,319000
2019-12-17,11,13,15,24,40,100000
2019-12-18,6,22,27,41,42,110000
2019-12-19,8,11,23,35,40,120000
2019-12-20,9,10,14,36,38,153000
2019-12-21,3,11,18,33,39,205000
2019-12-22,1,3,6,25,34,249000
2019-12-23,12,18,27,35,38,313000
2019-12-24,1,8,24,27,32,392000
2019-12-25,3,27,31,32,42,493000
2019-12-26,13,16,20,35,38,509000
2019-12-27,10,13,30,31,41,694000
2019-12-28,11,15,28,32,37,846000
2019-12-29,2,7,13,34,39,1000000
2019-12-30,7,26,30,33,39,100000
2019-12-31,14,16,33,41,43,110000
2020-01-01,3,6,18,28,43,134000
2020-01-02,2,14,21,39,41,165000
2020-01-03,8,16,28,37,39,221000
2020-01-04,6,7,14,24,38,100000
2020-01-05,1,2,3,14,15,100000
2020-01-06,1,10,17,21,23,110000
2020-01-07,10,13,16,26,29,120000
2020-01-08,5,10,13,21,27,153000
2020-01-09,10,14,25,30,40,198000
2020-01-10,3,9,22,29,30,257000
2020-01-11,6,23,29,31,38,337000
2020-01-12,13,15,22,26,41,406000
2020-01-13,4,6,12,23,33,100000
2020-01-14,11,15,23,28,42,110000
2020-01-15,13,17,33,40,43,100000
2020-01-16,2,28,34,40,43,110000
2020-01-17,11,20,28,35,43,120000
2020-01-18,11,12,25,35,43,165000
2020-01-19,7,11,26,29,40,204000
2020-01-20,9,29,38,41,42,263000
2020-01-21,1,7,19,29,37,321000
2020-01-22,1,15,24,27,43,398000
2020-01-23,2,3,18,25,30,494000
2020-01-24,7,18,27,30,41,605000
2020-01-25,9,12,17,27,30,741000
2020-01-26,12,35,36,37,42,100000
2020-01-27,3,21,28,37,42,110000
2020-01-28,3,14,15,17,18,120000
2020-01-29,1,4,16,29,35,153000
2020-01-30,1,10,13,26,32,198000
2020-01-31,16,18,24,28,34,250000
2020-02-01,1,10,15,20,27,327000
2020-02-02,4,9,15,34,36,402000
2020-02-03,7,26,28,33,35,510000
2020-02-04,6,8,22,30,36,100000
2020-02-05,4,10,11,12,37,110000
2020-02-06,8,9,26,36,39,120000
2020-02-07,2,14,21,27,39,159000
2020-02-08,20,21,23,25,34,219000
2020-02-09,8,13,14,31,34,100000
2020-02-10,1,9,11,22,41,110000
2020-02-11,14,19,26,29,33,120000
2020-02-12,15,23,28,31,33,151000
2020-02-13,4,6,21,25,31,195000
2020-02-14,1,4,10,12,19,252000
2020-02-15,2,7,23,31,32,329000
2020-02-16,2,5,16,29,37,100000
2020-02-17,9,11,13,28,41,110000
2020-02-18,4,6,15,30,39,120000
2020-02-19,9,24,30,38,40,149000
2020-02-20,3,12,13,26,35,196000
2020-02-21,11,26,29,30,34,242000
2020-02-22,16,18,19,21,40,318000
2020-02-23,4,6,36,37,39,387000
2020-02-24,3,8,11,12,19,477000
2020-02-25,6,7,24,31,37,583000
2020-02-26,16,22,25,34,39,714000
2020-02-27,1,18,22,32,37,879000
2020-02-28,4,5,12,34,42,1000000
2020-02-29,11,17,18,34,39,1300000
2020-03-01,3,6,13,20,42,100000
2020-03-02,4,13,26,36,39,110000
2020-03-03,1,4,7,9,18,120000
2020-03-04,4,21,29,31,43,170000
2020-03-05,1,7,14,38,40,219000
2020-03-06,3,22,24,30,33,289000
2020-03-07,5,23,37,40,43,372000
2020-03-08,9,26,29,37,38,448000
2020-03-09,6,15,17,32,33,557000
2020-03-10,15,29,30,38,42,100000
2020-03-11,3,28,30,40,41,110000
2020-03-12,5,6,34,38,39,120000
2020-03-13,9,13,19,20,23,167000
2020-03-14,4,19,20,31,36,227000
2020-03-15,5,14,16,25,29,100000
2020-03-16,12,14,16,18,36,110000
2020-03-17,8,11,37,41,43,120000
2020-03-18,4,6,11,20,21,149000
2020-03-19,2,4,12,25,39,192000
2020-03-20,3,6,18,33,43,244000
2020-03-21,2,11,31,32,36,313000
2020-03-22,1,19,29,33,35,373000
2020-03-23,16,19,22,24,30,448000
2020-03-24,1,2,32,39,41,534000
2020-03-25,6,14,23,31,42,641000
2020-03-26,20,25,27,33,36,756000
2020-03-27,2,16,22,31,40,100000
2020-03-28,2,12,20,26,27,110000
2020-03-29,3,13,23,30,35,120000
2020-03-30,3,12,25,28,29,142000
2020-03-31,3,23,28,34,41,187000
2020-04-01,1,15,20,31,39,233000
2020-04-02,1,9,33,36,39,292000
2020-04-03,12,14,27,28,40,354000
2020-04-04,6,19,22,36,43,100000
2020-04-05,5,14,20,34,40,110000
2020-04-06,14,23,25,35,42,120000
2020-04-07,2,4,12,18,34,134000
2020-04-08,2,31,35,40,41,177000
2020-04-09,1,10,33,34,39,218000
2020-04-10,1,7,8,40,43,100000
2020-04-11,2,15,18,29,42,110000
2020-04-12,11,12,23,25,34,120000
2020-04-13,9,10,27,33,38,130000
2020-04-14,3,5,24,37,42,167000
2020-04-15,7,29,31,36,40,213000
2020-04-16,11,22,31,41,42,269000
2020-04-17,9,11,24,32,34,331000
2020-04-18,10,13,26,41,42,100000
2020-04-19,11,18,23,26,39,110000
2020-04-20,7,27,34,35,36,120000
2020-04-21,6,16,19,27,39,138000
2020-04-22,5,20,22,24,28,100000
2020-04-23,2,15,23,25,41,110000
2020-04-24,1,10,27,28,31,120000
2020-04-25,5,10,24,27,28,150000
2020-04-26,4,11,22,33,42,184000
2020-04-27,6,18,27,29,36,231000
2020-04-28,9,19,20,32,37,289000
2020-04-29,14,19,33,35,43,350000
2020-04-30,13,29,30,31,37,440000
2020-05-01,12,14,19,28,40,100000
2020-05-02,14,18,21,30,36,100000
2020-05-03,5,22,30,31,36,110000
2020-05-04,4,17,20,27,38,120000
2020-05-05,2,3,15,25,36,148000
2020-05-06,15,17,31,39,43,199000
2020-05-07,18,21,33,37,38,100000
2020-05-08,1,6,25,32,43,110000
2020-05-09,9,13,21,29,30,120000
2020-05-10,9,23,27,33,42,100000
2020-05-11,4,18,21,26,42,110000
2020-05-12,9,10,26,38,41,120000
2020-05-13,4,13,14,24,26,147000
2020-05-14,5,18,29,30,35,191000
2020-05-15,13,17,18,24,41,240000
2020-05-16,15,24,28,35,40,317000
2020-05-17,22,29,30,31,35,378000
2020-05-18,16,21,24,25,27,467000
2020-05-19,12,14,24,29,31,579000
2020-05-20,11,12,13,22,28,708000
2020-05-21,3,5,13,28,36,868000
2020-05-22,14,15,28,31,40,1000000
2020-05-23,5,12,20,33,41,100000
2020-05-24,8,13,21,23,43,110000
2020-05-25,12,15,21,30,34,120000
2020-05-26,8,16,19,26,36,156000
2020-05-27,5,14,17,23,35,212000
2020-05-28,2,6,11,24,38,100000
2020-05-29,6,9,16,25,33,110000
2020-05-30,18,24,25,28,43,126000
2020-05-31,5,13,16,37,43,165000
2020-06-01,1,8,21,24,33,219000
2020-06-02,6,23,32,39,40,282000
2020-06-03,16,17,30,34,40,354000
2020-06-04,3,27,36,40,43,444000
2020-06-05,12,16,21,26,28,558000
2020-06-06,11,13,19,26,35,692000
2020-06-07,3,13,24,26,31,814000
2020-06-08,6,8,14,23,33,999000
2020-06-09,8,9,23,25,39,100000
2020-06-10,3,8,18,23,43,110000
2020-06-11,1,13,22,32,40,120000
2020-06-12,2,15,21,24,30,169000
2020-06-13,6,20,25,34,42,227000
2020-06-14,8,9,11,18,37,278000
2020-06-15,5,10,17,20,27,354000
2020-06-16,1,17,21,28,34,444000
2020-06-17,4,16,22,28,30,565000
2020-06-18,5,17,23,24,25,696000
2020-06-19,11,17,25,34,36,843000
2020-06-20,5,13,16,29,36,1000000
2020-06-21,4,21,26,32,35,1300000
2020-06-22,7,13,17,20,34,100000
2020-06-23,10,13,16,29,38,110000
2020-06-24,1,10,27,35,39,125000
2020-06-25,17,25,33,39,40,100000
2020-06-26,14,15,29,33,41,100000
2020-06-27,2,3,18,20,35,110000
2020-06-28,2,3,34,36,41,120000
2020-06-29,9,25,35,40,42,166000
2020-06-30,1,21,23,39,42,217000
2020-07-01,9,35,36,40,43,284000
2020-07-02,9,14,26,35,40,100000
2020-07-03,11,19,31,32,36,110000
2020-07-04,3,19,23,24,30,132000
2020-07-05,4,9,16,18,20,168000
2020-07-06,5,11,19,20,27,100000
2020-07-07,1,4,12,38,41,110000
2020-07-08,11,15,17,21,24,120000
2020-07-09,4,7,25,33,35,167000
2020-07-10,6,27,36,39,40,222000
2020-07-11,19,20,29,35,36,299000
2020-07-12,16,18,34,40,42,358000
2020-07-13,3,20,23,30,34,454000
2020-07-14,6,15,18,28,40,100000
2020-07-15,2,8,18,35,39,110000
2020-07-16,6,13,33,34,38,131000
2020-07-17,2,11,24,28,30,183000
2020-07-18,6,8,9,16,21,253000
2020-07-19,3,5,6,33,34,310000
2020-07-20,9,15,20,36,37,402000
2020-07-21,4,9,13,21,34,504000
2020-07-22,3,11,15,20,29,100000
2020-07-23,3,8,11,22,36,110000
2020-07-24,9,23,25,36,41,100000
2020-07-25,2,10,13,19,28,110000
2020-07-26,8,15,21,30,38,122000
2020-07-27,19,23,30,31,39,174000
2020-07-28,4,12,28,29,36,230000
2020-07-29,7,10,12,31,43,302000
2020-07-30,7,18,24,28,31,388000
2020-07-31,7,17,20,27,31,100000
2020-08-01,11,23,25,30,39,110000
2020-08-02,4,6,12,19,29,130000
2020-08-03,7,10,12,15,40,186000
2020-08-04,1,16,26,36,41,100000
2020-08-05,7,12,18,23,38,110000
2020-08-06,3,8,9,38,42,130000
2020-08-07,12,19,28,35,37,183000
2020-08-08,13,17,24,32,41,251000
2020-08-09,2,10,17,21,22,100000
2020-08-10,7,28,30,36,41,110000
2020-08-11,1,25,29,39,43,121000
2020-08-12,20,21,27,34,42,174000
2020-08-13,9,20,24,40,43,222000
2020-08-14,1,13,21,25,29,297000
2020-08-15,3,5,15,18,40,386000
2020-08-16,4,10,26,29,36,468000
2020-08-17,15,16,28,29,36,100000
2020-08-18,6,11,16,27,41,110000
2020-08-19,4,7,25,28,29,125000
2020-08-20,4,7,17,19,31,100000
2020-08-21,15,17,26,38,39,110000
2020-08-22,3,15,33,34,38,133000
2020-08-23,9,13,22,23,33,201000
2020-08-24,2,5,14,18,21,100000
2020-08-25,2,19,24,28,40,100000
2020-08-26,2,9,19,21,31,110000
2020-08-27,2,9,17,19,27,100000
2020-08-28,3,11,17,33,36,110000
2020-08-29,6,10,24,29,33,132000
2020-08-30,2,10,16,27,42,174000
2020-08-31,2,7,35,36,37,233000
2020-09-01,1,7,24,40,43,304000
2020-09-02,4,17,26,33,37,402000
2020-09-03,25,26,30,37,41,505000
2020-09-04,4,24,39,40,42,649000
2020-09-05,5,14,21,29,35,800000
2020-09-06,7,9,30,36,38,100000
2020-09-07,4,5,7,14,16,110000
2020-09-08,4,16,22,33,34,123000
2020-09-09,3,22,28,29,43,180000
2020-09-10,7,10,19,34,36,100000
2020-09-11,6,11,16,21,29,110000
2020-09-12,10,22,27,40,43,140000
2020-09-13,4,25,29,35,37,100000
2020-09-14,10,15,21,23,36,110000
2020-09-15,8,10,23,34,42,120000
2020-09-16,9,25,26,27,33,172000
2020-09-17,16,21,31,40,42,225000
2020-09-18,1,31,35,38,40,301000
2020-09-19,1,11,18,33,34,405000
2020-09-20,16,18,23,25,38,503000
2020-09-21,1,4,6,29,35,644000
2020-09-22,1,4,8,18,35,794000
2020-09-23,9,15,26,33,37,1000000
2020-09-24,2,20,27,35,40,1200000
2020-09-25,1,5,28,37,42,100000
2020-09-26,4,15,19,20,22,110000
2020-09-27,2,4,9,11,33,130000
2020-09-28,8,12,19,26,34,181000
2020-09-29,4,20,26,28,39,239000
2020-09-30,3,5,13,16,38,319000
2020-10-01,11,20,30,31,37,406000
2020-10-02,1,5,15,26,40,531000
2020-10-03,6,31,35,40,41,670000
2020-10-04,1,4,14,15,21,791000
2020-10-05,5,7,11,17,32,987000
2020-10-06,18,19,22,24,32,100000
2020-10-07,1,2,7,28,40,110000
2020-10-08,16,18,21,37,39,100000
2020-10-09,3,17,33,36,37,110000
2020-10-10,8,9,10,24,33,138000
2020-10-11,5,28,30,36,42,179000
2020-10-12,2,6,10,32,36,236000
2020-10-13,5,7,15,21,24,307000
2020-10-14,7,12,15,23,32,396000
2020-10-15,14,16,22,24,32,100000
2020-10-16,2,6,14,24,40,110000
2020-10-17,11,19,24,28,31,100000
2020-10-18,11,12,30,33,34,110000
2020-10-19,10,17,19,36,41,120000
2020-10-20,3,4,8,20,24,169000
2020-10-21,3,15,20,38,40,226000
2020-10-22,3,13,19,27,33,292000
2020-10-23,6,11,16,20,41,369000
2020-10-24,5,7,22,27,28,100000
2020-10-25,16,22,24,34,41,110000
2020-10-26,6,8,10,22,32,120000
2020-10-27,5,8,14,39,41,166000
2020-10-28,4,8,21,29,30,218000
2020-10-29,13,18,29,36,40,283000
2020-10-30,11,20,21,35,37,357000
2020-10-31,21,23,30,39,42,453000
2020-11-01,10,13,21,26,32,553000
2020-11-02,8,12,27,34,37,690000
2020-11-03,6,23,24,35,39,827000
2020-11-04,5,7,22,26,37,1000000
2020-11-05,4,7,9,33,34,100000
2020-11-06,9,25,29,42,43,110000
2020-11-07,9,14,16,17,36,135000
2020-11-08,19,23,26,33,40,175000
2020-11-09,10,19,23,25,37,228000
2020-11-10,15,17,21,32,37,290000
2020-11-11,5,9,11,14,29,361000
2020-11-12,4,13,19,23,31,100000
2020-11-13,5,10,13,26,41,110000
2020-11-14,12,22,27,31,40,132000
2020-11-15,3,7,16,29,31,170000
2020-11-16,8,15,37,40,41,224000
2020-11-17,4,6,27,32,36,289000
2020-11-18,3,7,11,14,19,100000
2020-11-19,3,6,19,20,24,100000
2020-11-20,1,2,8,24,25,110000
2020-11-21,1,14,22,27,43,128000
2020-11-22,4,12,13,18,23,166000
2020-11-23,10,13,30,34,37,100000
2020-11-24,23,25,38,42,43,110000
2020-11-25,3,12,29,37,41,120000
2020-11-26,7,10,15,36,37,165000
2020-11-27,3,21,31,36,41,207000
2020-11-28,5,14,20,23,33,276000
2020-11-29,1,20,26,28,34,329000
2020-11-30,19,23,26,37,42,423000
2020-12-01,4,6,12,31,35,100000
2020-12-02,3,4,12,20,28,110000
2020-12-03,7,11,25,31,38,126000
2020-12-04,2,10,28,31,37,177000
2020-12-05,9,25,28,32,36,240000
2020-12-06,11,34,35,36,42,100000
2020-12-07,2,5,15,23,34,110000
2020-12-08,5,12,24,29,36,120000
2020-12-09,4,20,35,36,43,163000
2020-12-10,6,11,13,19,26,209000
2020-12-11,10,14,17,22,31,273000
2020-12-12,2,18,19,24,25,351000
2020-12-13,12,13,29,31,34,421000
2020-12-14,2,9,14,21,29,539000
2020-12-15,5,10,18,33,42,100000
2020-12-16,2,27,28,32,41,110000
2020-12-17,7,11,12,20,37,122000
2020-12-18,14,20,24,26,34,174000
2020-12-19,1,20,28,29,43,100000
2020-12-20,22,24,28,32,38,110000
2020-12-21,1,8,27,28,40,120000
2020-12-22,8,11,27,33,39,165000
2020-12-23,8,17,32,38,43,218000
2020-12-24,2,5,19,33,40,289000
2020-12-25,3,9,24,26,33,374000
2020-12-26,13,15,27,32,39,388000
2020-12-27,9,19,23,40,42,514000
2020-12-28,1,4,10,34,35,651000
2020-12-29,4,8,38,39,43,100000
2020-12-30,1,4,16,20,37,110000
2020-12-31,5,8,15,37,41,136000
2021-01-01,9,14,25,28,32,208000
2021-01-02,3,8,9,18,38,251000
2021-01-03,1,16,30,39,40,339000
2021-01-04,5,9,10,38,43,100000
2021-01-05,24,34,35,36,40,110000
2021-01-06,19,31,38,42,43,146000
2021-01-07,11,21,29,33,39,190000
2021-01-08,1,15,22,29,31,260000
2021-01-09,13,16,33,36,43,353000
2021-01-10,5,15,25,27,34,431000
2021-01-11,12,13,15,22,30,100000
2021-01-12,1,8,18,27,39,110000
2021-01-13,3,10,17,24,30,149000
2021-01-14,7,13,17,29,37,100000
2021-01-15,1,18,27,42,43,110000
2021-01-16,16,26,28,36,42,167000
2021-01-17,3,18,19,22,37,210000
2021-01-18,12,15,31,41,42,278000
2021-01-19,2,10,13,19,34,346000
2021-01-20,1,10,17,19,35,100000
2021-01-21,13,15,30,38,42,110000
2021-01-22,4,7,25,30,33,145000
2021-01-23,3,4,5,21,37,237000
2021-01-24,2,21,33,37,40,281000
2021-01-25,1,22,24,25,36,358000
2021-01-26,6,18,23,24,34,441000
2021-01-27,8,20,25,32,38,561000
2021-01-28,2,9,14,18,43,697000
2021-01-29,6,25,32,38,41,100000
2021-01-30,2,10,11,25,34,110000
2021-01-31,8,11,13,39,41,100000
2021-02-01,1,8,14,17,35,110000
2021-02-02,2,6,27,37,38,129000
2021-02-03,19,29,34,40,43,189000
2021-02-04,7,19,29,36,38,247000
2021-02-05,1,5,10,22,41,331000
2021-02-06,2,10,11,13,22,430000
2021-02-07,1,15,22,29,43,535000
2021-02-08,8,17,24,34,37,100000
2021-02-09,4,11,20,22,35,110000
2021-02-10,5,6,8,15,41,135000
2021-02-11,9,10,17,32,36,189000
2021-02-12,10,13,16,25,28,250000
2021-02-13,13,20,29,33,43,333000
2021-02-14,6,9,19,26,43,402000
2021-02-15,6,9,11,18,23,514000
2021-02-16,1,9,22,23,27,626000
2021-02-17,5,11,12,24,35,100000
2021-02-18,14,22,23,24,36,100000
2021-02-19,16,34,36,40,42,110000
2021-02-20,15,17,22,27,33,137000
2021-02-21,7,14,23,24,38,100000
2021-02-22,12,19,29,34,35,110000
2021-02-23,3,7,14,21,38,121000
2021-02-24,8,12,19,24,41,176000
2021-02-25,3,5,11,18,25,228000
2021-02-26,1,6,8,15,25,100000
2021-02-27,10,16,17,24,36,110000
2021-02-28,6,9,13,14,22,100000
2021-03-01,2,6,18,23,33,110000
2021-03-02,9,15,20,27,34,126000
2021-03-03,19,22,23,24,35,181000
2021-03-04,6,13,20,33,36,100000
2021-03-05,3,14,15,20,36,110000
2021-03-06,1,12,15,20,43,140000
2021-03-07,11,15,16,18,43,182000
2021-03-08,16,30,31,39,40,243000
2021-03-09,3,20,25,30,43,313000
2021-03-10,18,20,25,28,29,399000
2021-03-11,2,10,13,29,30,497000
2021-03-12,5,18,19,38,39,616000
2021-03-13,5,11,20,21,26,750000
2021-03-14,7,12,25,28,41,891000
2021-03-15,13,37,38,39,43,1000000
2021-03-16,3,10,11,22,41,1300000
2021-03-17,15,16,17,19,37,1600000
2021-03-18,18,24,28,31,39,100000
2021-03-19,5,13,22,27,34,110000
2021-03-20,15,16,21,24,37,159000
2021-03-21,13,14,18,24,29,205000
2021-03-22,9,18,32,33,34,281000
2021-03-23,1,12,18,32,36,357000
2021-03-24,6,8,13,29,36,463000
2021-03-25,9,12,16,20,35,592000
2021-03-26,6,28,33,36,39,100000
